stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PI1167,PI1167,PI1167-Padre V. Irarrázaval Esq. / Hermanos Carrera,-33.4736555781506,-70.6928380414865,
PI1168,PI1168,PI1168-Padre V. Irarrázaval Esq. / Av. Del Ferrocarril,-33.4758306024633,-70.6926380093846,
PI1169,PI1169,PI1169-Avenida Del Ferrocarril Esq. / Pasaje 23,-33.4750526456147,-70.6900419540243,
PI1675,PI1675,PI1675-Av. Padre Hurtado Esq. / Manuel Rodríguez,-33.4722028766806,-70.6878506217144,
PI1170,PI1170,PI1170-Logroño Esq. / Adolfo Eastman,-33.4709426355121,-70.6861138608503,
PI1171,PI1171,PI1171-Obispo Manuel Umaña Esq. / Gabriela Mistral,-33.4709977271713,-70.6846509570907,
PI1172,PI1172,PI1172-Obispo Manuel Umaña Esq. / Pedro A. González,-33.4683806259445,-70.6845075540207,
PI1491,PI1491,PI1491-Obispo Manuel Umaña Esq. / Arz. Subercaseaux,-33.46607447742,-70.6843900851957,
PI1173,PI1173,PI1173-Obispo Manuel Umaña Esq. / Iquique,-33.4645227607049,-70.6842679602045,
PI1174,PI1174,PI1174-Obispo Manuel Umaña Esq. / Hogar De Cristo,-33.4619087609135,-70.684134977053,
PI1175,PI1175,PI1175-Obispo Manuel Umaña Esq. / Arica,-33.4595047423639,-70.6840189771182,
PI1176,PI1176,PI1176-Obispo Manuel Umaña Esq. / Tacna,-33.4573587351159,-70.6839359484912,
PI1177,PI1177,PI1177-Obispo Manuel Umaña Esq. / Ob. Javier Vásquez,-33.4550818035478,-70.683984016498,
PI1178,PI1178,PI1178-Parada 6 / (M) Universidad   De Santiago,-33.4529077265458,-70.684804044871,
PH785,PH785,PH785-Parada 5 / Municipalidad   De San Joaquín,-33.4788125117998,-70.6421919874944,
PH401,PH401,PH401-Parada  / Paradero 1   Santa Rosa,-33.4771924760223,-70.6407710424786,
PH402,PH402,PH402-Pintor Cicarelli Esq. / Yalta,-33.4770495176152,-70.637244962135,
PH403,PH403,PH403-C. Silva Vildósola Esq. / Carmen,-33.4780449149546,-70.6343067487802,
PH385,PH385,PH385-C. Silva Vildósola Esq. / Lira,-33.4775366660133,-70.6311470018368,
PH386,PH386,PH386-Lira Esq. / Diag. Sta. Elena,-33.4793642654505,-70.6305749470538,
PH1465,PH1465,PH1465-Juan Sebastián Bach Esq. / Stravinsky,-33.4802047103206,-70.6282638888028,
PH387,PH387,PH387-Juan Sebastián Bach Esq. / Haydn,-33.4797087303709,-70.6257169895493,
PH1531,PH1531,PH1531-Avenida Haydn Esq. / Schubert,-33.4824527613978,-70.624731226801,
PH1533,PH1533,PH1533-Avenida Haydn Esq. / Av. Isabel Riquelme,-33.4843228464889,-70.6243899000006,
PH1538,PH1538,PH1538-1° De Mayo Esq. / Victor Gandarillas,-33.4883444577155,-70.6247733515274,
PH1537,PH1537,PH1537-1° De Mayo Esq. / El Pinar,-33.4915835885526,-70.6240069215185,
PH1539,PH1539,PH1539-Central Esq. / Comercio,-33.4938604870524,-70.6238301862539,
PH1540,PH1540,PH1540-Central Esq. / Av.Pdte.S.Allende,-33.4960655719122,-70.6236143225913,
PH391,PH391,PH391-Avenida Haydn Esq. / Pasaje Montreal,-33.4985709037604,-70.6230455044219,
PH392,PH392,PH392-Avenida Haydn Esq. / Ureta Cox,-33.5002953618189,-70.6227297926826,
PH1532,PH1532,PH1532-Avenida Haydn Esq. / Pirámide,-33.502846900786,-70.6222955927934,
PH397,PH397,PH397-Avenida Haydn Esq. / Av. Departamental,-33.5074777987317,-70.6211710415884,
PH673,PH673,PH673-Avenida Haydn Esq. / Varas Mena,-33.5112187705213,-70.6205420218004,
PE837,PE837,PE837-Avenida Lo Ovalle Esq. / Mañio,-33.5135058899468,-70.6163019780599,
PE473,PE473,PE473-Parada 1 / Mim,-33.5151929402007,-70.613212892984,
PE474,PE474,PE474-Sebastopol Esq. / Punta Arenas,-33.5152359480733,-70.6112899919445,
PE475,PE475,PE475-Parada  / Paradero 10   Av.Vicuña Mackenna,-33.5135298666431,-70.609066946107,
PE476,PE476,PE476-Parada 5 / (M) Mirador,-33.5129970407356,-70.6068419960955,
PE478,PE478,PE478-Mirador Azul Esq. / El Mirador,-33.5125150446817,-70.6040810104902,
PE1419,PE1419,PE1419-Parada  / Mall   Florida Center,-33.5120922248138,-70.60605152901,
PE1289,PE1289,PE1289-Parada 4 / (M) Mirador,-33.5127449901333,-70.6062510262481,
PE1488,PE1488,PE1488-Av. Vicuña Mackenna Esq. / Millaray,-33.5153222968537,-70.6071201257987,
PE1302,PE1302,PE1302-Millaray Esq. / Fresia,-33.5159511218678,-70.6085923079322,
PE1315,PE1315,PE1315-Parada 2 / Mim,-33.5150828764006,-70.6133820314714,
PE1314,PE1314,PE1314-Sebastopol Esq. / Mañío,-33.5150149154505,-70.6151760234471,
PE1307,PE1307,PE1307-Mañío Esq. / Avenida Lo Ovalle,-33.5135889038041,-70.6159049662443,
PH1466,PH1466,PH1466-Avenida Lo Ovalle Esq. / Francia,-33.5136658431642,-70.617759973443,
PH412,PH412,PH412-Avenida Lo Ovalle Esq. / Avenida Haydn,-33.5141418610747,-70.619618007064,
PH669,PH669,PH669-Avenida Haydn Esq. / Lago Rupanco,-33.5128588085447,-70.6199509829273,
PH670,PH670,PH670-Avenida Haydn Esq. / Futrono,-33.5105308563426,-70.6204666470032,
PH671,PH671,PH671-Avenida Haydn Esq. / Av. Departamental,-33.5081627878525,-70.620863981105,
PH1535,PH1535,PH1535-Avenida Haydn Esq. / Llico,-33.5049182318581,-70.6215644509393,
PH1534,PH1534,PH1534-Avenida Haydn Esq. / Pirámide,-33.5032479093257,-70.621740837461,
PH1545,PH1545,PH1545-Avenida Haydn Esq. / Capitán Prat,-33.5013687651025,-70.6225881451732,
PH423,PH423,PH423-Avenida Haydn Esq. / Ingeniero Budge,-33.4984157767568,-70.6229090267765,
PH424,PH424,PH424-Avenida Haydn Esq. / Av.Pdte.S.Allende,-33.4965332347015,-70.6232242544815,
PH425,PH425,PH425-Central Esq. / Comercio,-33.4941944008745,-70.623708873142,
PH426,PH426,PH426-Central Esq. / El Pinar,-33.4918601405117,-70.6238517129731,
PH1470,PH1470,PH1470-1° De Mayo Esq. / Darwin,-33.4897637610478,-70.6243189729256,
PH430,PH430,PH430-Juan Sebastián Bach Esq. / Stravinsky,-33.4800316498884,-70.6278320087527,
PH431,PH431,PH431-Juan Sebastián Bach Esq. / Lira,-33.4805435292932,-70.6299900785079,
PH791,PH791,PH791-Pintor Cicarelli Esq. / Artemio Gutiérrez,-33.4762808931796,-70.6323769406824,
PH432,PH432,PH432-Pintor Cicarelli Esq. / Carmen,-33.4765543504457,-70.6343022151533,
PH433,PH433,PH433-Pintor Cicarelli Esq. / Yalta,-33.4769105507673,-70.6367810076074,
PH434,PH434,PH434-Parada  / Paradero 1   Santa Rosa,-33.4770994863755,-70.6416560273951,
PI911,PI911,PI911-Parada 8 / (M) San   Alberto Hurtado,-33.454537622653,-70.6909589860687,
PI1183,PI1183,PI1183-Avenida Del Ferrocarril Esq. / Pasaje 26,-33.474868705745,-70.689868035266,
PI1184,PI1184,PI1184-Avenida Del Ferrocarril Esq. / Padre V. Irarrázaval,-33.4760865965589,-70.6922709755529,
PI1185,PI1185,PI1185-Padre V. Irarrázaval Esq. / Hermanos Carrera,-33.4739945942896,-70.6927109854157,
PI1186,PI1186,PI1186-Padre V. Irarrázaval Esq. / Pingüinos,-33.4715416650261,-70.6928425511877,
PI1187,PI1187,PI1187-Padre V. Irarrázaval Esq. / Capitán Gálvez,-33.4687176015425,-70.6930229553536,
PI1188,PI1188,PI1188-Padre V. Irarrázaval Esq. / Arz. Subercaseaux,-33.4671055845736,-70.6930840327455,
PI1189,PI1189,PI1189-Arz. Subercaseaux Esq. / Uspallata,-33.4671089769129,-70.6955438428975,
PI1266,PI1266,PI1266-Uspallata Esq. / Capitán Gálvez,-33.4683635865929,-70.6964450198455,
PI1190,PI1190,PI1190-Juana Weber Esq. / Ramón Rivas,-33.468571496353,-70.697855969212,
PI1191,PI1191,PI1191-Juana Weber Esq. / Pasaje 1,-33.4684705869453,-70.7015593808744,
PI1192,PI1192,PI1192-Río Quetro Esq. / Av. Las Rejas -Sur,-33.4687694084028,-70.7043739628682,
PI1193,PI1193,PI1193-Río Quetro Esq. / Palena,-33.4685727237966,-70.705951429822,
PI1082,PI1082,PI1082-Palena Esq. / Taitao,-33.4699964015936,-70.7066980166404,
PI1083,PI1083,PI1083-Palena Esq. / Yelcho,-33.4724173585161,-70.7072440298493,
PI1084,PI1084,PI1084-Yelcho Esq. / Av. Aeropuerto,-33.4718901505765,-70.7112799949211,
PI1194,PI1194,PI1194-Avenida Aeropuerto Esq. / Taitao,-33.4697383428957,-70.7110319519558,
PI1195,PI1195,PI1195-Avenida Aeropuerto Esq. / Avenida 5 De Abril,-33.4675631464593,-70.7109557325105,
PI591,PI591,PI591-Avenida Simón Bolívar Esq. / Amado Nervo,-33.4747601561227,-70.7242611665843,
PI592,PI592,PI592-Avenida Simón Bolívar Esq. / Wagner,-33.4763671006578,-70.7265627400719,
PI593,PI593,PI593-Avenida Simón Bolívar Esq. / Reyes Católicos,-33.4780241254982,-70.7293558944281,
PI1196,PI1196,PI1196-Avenida Las Torres Esq. / Isabel Riquelme,-33.4816167000955,-70.731145197985,
PE1487,PE1487,PE1487-Parada 6 / (M) Mirador,-33.5130768583907,-70.6085971314571,
PB1531,PB1531,PB1531-Av. Américo Vespucio Esq. / Lo Campino,-33.373688317471,-70.7134542116848,
PB477,PB477,PB477-Parada 2 / Mall San Valentín,-33.3656109605393,-70.728956039643,
PB1719,PB1719,PB1719-Santa Laura Esq. / Sotaquí,-33.359035758848,-70.7470445834459,
PB951,PB951,PB951-Santa Laura Esq. / Tulahuén,-33.3582238255579,-70.7474750872541,
PB1630,PB1630,PB1630-Santa Laura Esq. / Los Pirineos,-33.3555745652673,-70.7490919744843,
PB569,PB569,PB569-Rigoberto Jara Esq. / Los Apeninos,-33.3546826034877,-70.748194995174,
PB1250,PB1250,PB1250-Rigoberto Jara Esq. / Los Cárpatos,-33.3549046631105,-70.7460939572208,
PB1680,PB1680,PB1680-Rigoberto Jara Esq. / Egipto,-33.3552807494881,-70.7430160408172,
PB570,PB570,PB570-Rigoberto Jara Esq. / Ramón Salinas,-33.3555498003478,-70.7408890434393,
PB492,PB492,PB492-Santa Luisa Esq. / Av. Lo Marcoleta,-33.357876849294,-70.7373670243345,
PB1056,PB1056,PB1056-Carampangue Esq. / La Conquista,-33.3676653957637,-70.7060469915621,
PB1057,PB1057,PB1057-Carampangue Esq. / La Conquista,-33.3684203621548,-70.7102970196673,
PB1058,PB1058,PB1058-Carampangue Esq. / Lo Campino,-33.3689491841008,-70.7134448922123,
PB525,PB525,PB525-Santa Luisa Esq. / Cerro Curacaví,-33.3562947981844,-70.737765003199,
PB572,PB572,PB572-Rigoberto Jara Esq. / Kilimanjaro,-33.3550436951743,-70.7440459490318,
PB573,PB573,PB573-Rigoberto Jara Esq. / Los Apeninos,-33.3545406573383,-70.7484060027015,
PB649,PB649,PB649-Santa Laura Esq. / P. Del Tamarugal,-33.3579493776354,-70.7478414279237,
PB650,PB650,PB650-Santa Laura Esq. / Av. Lo Marcoleta,-33.3601226762875,-70.7465549790266,
PA669,PA669,PA669-Parada 12 / Estación Mapocho,-33.4325902070408,-70.6541506969405,
PB493,PB493,PB493-Parada  / Santa Luisa   Altura Del 300,-33.3531347745813,-70.7388099846026,
PB1242,PB1242,PB1242-Parada 2 / Cesfam Salvador Allende,-33.3556901209436,-70.7380409885592,
PB1620,PB1620,PB1620-San Ignacio Esq. / Cerro El Roble,-33.3367971130453,-70.7232069611729,
PB1215,PB1215,PB1215-San Ignacio Esq. / Cerro Santa Lucia,-33.3353061634457,-70.7185250254741,
PA331,PA331,PA331-Parada 5 / (M) Quinta Normal,-33.4410856886998,-70.6798795355355,
PI1075,PI1075,PI1075-Parada 9 / (M) Estación Central,-33.4503688814155,-70.6791319511152,
PB1015,PB1015,PB1015-Parada  / Pasarela Lautaro,-33.3447833443065,-70.7102890463474,
PB1016,PB1016,PB1016-Av. Edo. Frei Montalva Esq. / Las Esteras Sur,-33.3474543843572,-70.7090981656137,
PA667,PA667,PA667-Parada 12 / (M) Santa Ana,-33.4375082025159,-70.6603989858499,
PB1696,PB1696,PB1696-Parada  / Pasarela   El Molino,-33.359093339186,-70.7032415722155,
PB1002,PB1002,PB1002-Parada  / Pasarela Lautaro,-33.3447832920942,-70.7094949962455,
PB1003,PB1003,PB1003-Parada  / Panamerica Norte   Altura Del 9400,-33.3395073458786,-70.711441998076,
PB1198,PB1198,PB1198-San Ignacio Esq. / Cerro Santa Lucía,-33.3351701545164,-70.7185390066977,
PB1621,PB1621,PB1621-San Ignacio Esq. / Cerro Los Cóndores,-33.3368820582863,-70.72402495671,
PB1205,PB1205,PB1205-Lib. Bdo. O'Higgins Esq. / Empedrado,-33.3501834921347,-70.7290139154715,
PB1662,PB1662,PB1662-Lo Ovalle Esq. / Avenida Las Torres,-33.3546008983725,-70.7339400143335,
PB1252,PB1252,PB1252-Avenida Las Torres Esq. / Alc. I. Gómez Vélez,-33.3517267652541,-70.7386489514504,
PB1253,PB1253,PB1253-Avenida Las Torres Esq. / Lo Ovalle,-33.3542128646168,-70.7342480364693,
PB1254,PB1254,PB1254-Avenida Las Torres Esq. / Del Trigal,-33.3560909882954,-70.7308740029065,
PB498,PB498,PB498-Parada 1 / Lo Cruzat   Manuel A. Matta,-33.3667143042886,-70.7208320649643,
PB1240,PB1240,PB1240-Avenida Las Torres Esq. / Lo Ovalle,-33.3539897258676,-70.7338309641268,
PB1241,PB1241,PB1241-Avenida Las Torres Esq. / Est. Sn. Carlos De A.,-33.3523379363478,-70.7368598971163,
PB945,PB945,PB945-Rigoberto Jara Esq. / Kilimanjaro,-33.3554027815658,-70.7410190456632,
PB941,PB941,PB941-Lib. Bdo. O'Higgins Esq. / Doña Leticia,-33.3632049685201,-70.729701042393,
PB1208,PB1208,PB1208-Lib. Bdo. O'Higgins Esq. / Ana Frank,-33.3603629305537,-70.7292900475136,
PB1209,PB1209,PB1209-Lib. Bdo. O'Higgins Esq. / San Ignacio,-33.3491009479881,-70.7287290330529,
PB1597,PB1597,PB1597-Parada  / Club De Golf   Aconcagua,-33.3552338284245,-70.7046429053991,
PB1596,PB1596,PB1596-Parada  / Cat Rental Store,-33.3500273519481,-70.7069470105831,
PB994,PB994,PB994-Lib. Bdo. O'Higgins Esq. / Antumalal,-33.3526640024311,-70.7291270121834,
PB1206,PB1206,PB1206-Lib. Bdo. O'Higgins Esq. / Ana Frank,-33.3600424728827,-70.7295127206812,
PB960,PB960,PB960-Lib. Bdo. O'Higgins Esq. / Doña Leticia,-33.362838443601,-70.7298514482911,
PB961,PB961,PB961-Lib. Bdo. O'Higgins Esq. / Av. Manuel A. Matta,-33.3654579893879,-70.7302049793325,
PE278,PE278,PE278-Diego Portales Esq. / Manuel Montt,-33.5600696528384,-70.5636870192799,
PE279,PE279,PE279-Diego Portales Esq. / Manuel Bulnes,-33.559570666691,-70.5609399472516,
PE280,PE280,PE280-Parada 3 / Paradero 26   Av. La Florida,-33.5592747320802,-70.5590710030367,
PE281,PE281,PE281-Sn. José De La Estrella Esq. / Los Aprendices,-33.5525026247493,-70.5668849926839,
PE282,PE282,PE282-Sn. José De La Estrella Esq. / Ramón Vinay,-33.5526355361394,-70.5695669778445,
PE283,PE283,PE283-Sn. José De La Estrella Esq. / El Cristal,-33.5528254712927,-70.5735890434938,
PE284,PE284,PE284-Sn. José De La Estrella Esq. / Colombia,-33.5529194275149,-70.5770160088063,
PE285,PE285,PE285-Sn. José De La Estrella Esq. / Antigonish,-33.552955418552,-70.5790079911093,
PE286,PE286,PE286-Sn. José De La Estrella Esq. / Bacteriológico,-33.5530163628081,-70.5811899972333,
PE287,PE287,PE287-Sn. José De La Estrella Esq. / El Pinar,-33.5531203656391,-70.5830840225334,
PE288,PE288,PE288-Coronel Esq. / Padre Juan Meyer,-33.5355518893758,-70.6166189809395,
PE289,PE289,PE289-Padre Juan Meyer Esq. / 3 Oriente,-33.5353599245201,-70.6184160340153,
PE290,PE290,PE290-Padre Juan Meyer Esq. / La Serena,-33.535540383133,-70.621265989003,
PE291,PE291,PE291-Padre Juan Meyer Esq. / El Tabo,-33.5357747448015,-70.6243119836032,
PE292,PE292,PE292-El Tabo Esq. / Av. San Gregorio,-33.537299745095,-70.624611996638,
PE293,PE293,PE293-Av. San Gregorio Esq. / Los Vilos,-33.5374376902887,-70.6288100319234,
PG423,PG423,PG423-Parada 10 / (M) Santa Rosa,-33.5413208526142,-70.6343368185471,
PG496,PG496,PG496-Pedro Aguirre Cerda Esq. / Avenida Ossa,-33.5432391709997,-70.6367928643048,
PE294,PE294,PE294-Los Franciscanos Esq. / Av. Santa Rosa,-33.5452256585205,-70.6339927930518,
PE1318,PE1318,PE1318-Parada 11 / (M) Santa Rosa,-33.5433606167015,-70.6337879552414,
PE1308,PE1308,PE1308-Parada 2 / Paradero 24   Santa Rosa,-33.5397216111489,-70.6342179734927,
PE295,PE295,PE295-Av. San Gregorio Esq. / 16 Poniente,-33.5374325524075,-70.6340800125811,
PE296,PE296,PE296-Av. San Gregorio Esq. / 12 Poniente,-33.5375326690725,-70.6314630093289,
PE1405,PE1405,PE1405-Av. San Gregorio Esq. / Los Vilos,-33.5376127111775,-70.6292840245281,
PE297,PE297,PE297-Av. San Gregorio Esq. / El Tabo,-33.5377217126946,-70.6247830418164,
PE298,PE298,PE298-El Tabo Esq. / Padre Juan Meyer,-33.5361697216218,-70.624642973293,
PE299,PE299,PE299-Padre Juan Meyer Esq. / La Serena,-33.5356697591435,-70.6217019520496,
PE300,PE300,PE300-Padre Juan Meyer Esq. / Coronel,-33.5353398849017,-70.6169559694356,
PE301,PE301,PE301-Angol Esq. / Av. San Gregorio,-33.5370408681934,-70.6145630357128,
PE302,PE302,PE302-Av. San Gregorio Esq. / Coronel,-33.5374688776551,-70.6161780413393,
PE304,PE304,PE304-Parada 5 / (M) San José   De La Estrella,-33.5534213220226,-70.5857919490318,
PE305,PE305,PE305-Sn. José De La Estrella Esq. / San Sebastian,-33.5532733749929,-70.5831990473811,
PE306,PE306,PE306-Sn. José De La Estrella Esq. / Bacteriológico,-33.553171337567,-70.5814969926501,
PE307,PE307,PE307-Sn. José De La Estrella Esq. / Mondragon,-33.5530609619031,-70.5789138349548,
PE308,PE308,PE308-Sn. José De La Estrella Esq. / Colombia,-33.5530264807485,-70.5775739499605,
PE309,PE309,PE309-Sn. José De La Estrella Esq. / El Acero,-33.5529506246771,-70.5733638310154,
PE310,PE310,PE310-Sn. José De La Estrella Esq. / Avenida México,-33.5528415154186,-70.5707740312759,
PE311,PE311,PE311-Sn. José De La Estrella Esq. / Santa Inés,-33.5526746141345,-70.5676951625396,
PE312,PE312,PE312-Parada 3 / Paradero 23   Av. La Florida,-33.5525385692193,-70.5648300163324,
PE313,PE313,PE313-Diego Portales Esq. / Cordillera,-33.5593147197606,-70.5599260291719,
PE314,PE314,PE314-Diego Portales Esq. / Delia Poniente,-33.5600366515104,-70.5638933513021,
PG427,PG427,PG427-General Freire Esq. / Paulina,-33.5202461184605,-70.6617279741717,
PG428,PG428,PG428-Parada 4 / Paradero 19   Gran Avenida,-33.5205691681864,-70.6601281876959,
PG429,PG429,PG429-General Freire Esq. / E. Altamirano,-33.5212992562787,-70.6565649686637,
PG430,PG430,PG430-General Freire Esq. / Iquique,-33.5224103615971,-70.650955028759,
PG431,PG431,PG431-General Freire Esq. / San Francisco,-33.5232664230844,-70.6465940450571,
PG432,PG432,PG432-Santa Ana Esq. / Alvear,-33.5242894146921,-70.6438029751243,
PG433,PG433,PG433-Santa Ana Esq. / Rivadavia,-33.5248475281263,-70.6410609840727,
PG434,PG434,PG434-Santa Ana Esq. / Carlos Dávila,-33.5251924864708,-70.6383050301541,
PG435,PG435,PG435-Parada 5 / Paradero 19   Santa Rosa,-33.5254905822229,-70.6360670512328,
PE315,PE315,PE315-Manuel Rodríguez Esq. / Tupungato,-33.543889670467,-70.6273560237794,
PE316,PE316,PE316-Manuel Rodríguez Esq. / J. Edwards Bello,-33.5444437338875,-70.6246550149494,
PE317,PE317,PE317-Manuel Rodríguez Esq. / La Serena,-33.5454387985743,-70.6195130278961,
PE318,PE318,PE318-Manuel Rodríguez Esq. / Coronel,-33.5462908638708,-70.615547037064,
PE319,PE319,PE319-Avenida Trinidad Esq. / Isla Morelos ,-33.5466429636132,-70.6124219791186,
PE320,PE320,PE320-Avenida Trinidad Esq. / Punta Arenas,-33.5466789342213,-70.6111499477108,
PE321,PE321,PE321-Avenida Trinidad Esq. / Calle 1,-33.5467490763544,-70.6086787609622,
PE322,PE322,PE322-Avenida Trinidad Esq. / Río Mañihuales,-33.5468279994186,-70.6057360009684,
PE323,PE323,PE323-Avenida Trinidad Esq. / Av. Santa Raquel,-33.5468697261411,-70.6038829135316,
PE324,PE324,PE324-Avenida Trinidad Esq. / Socoroma,-33.5469391270294,-70.6008239724583,
PE325,PE325,PE325-Avenida Trinidad Esq. / Valentina Leppe,-33.5469886210107,-70.5985109212895,
PE326,PE326,PE326-Avenida Trinidad Esq. / Ramón Freire,-33.5470371812022,-70.5961969876788,
PE327,PE327,PE327-Avenida Trinidad Esq. / Manutara,-33.5470942413029,-70.5936750193117,
PE328,PE328,PE328-Avenida Trinidad Esq. / Metalita,-33.5471361852727,-70.591826012787,
PE329,PE329,PE329-Parada 3 / (M) Trinidad,-33.5472232498378,-70.5881269735402,
PE845,PE845,PE845-Parada 3 / Paradero 22   Av.Vicuña Mackenna,-33.5499853298921,-70.5873490484728,
PE846,PE846,PE846-Parada 3 / (M) San José   De La Estrella,-33.5531546282072,-70.5867850018255,
PE330,PE330,PE330-Tegualda Esq. / Millaray,-33.562606776103,-70.5879383686482,
PE331,PE331,PE331-Millaray Esq. / María Elena,-33.5612787380521,-70.5883889921656,
PE332,PE332,PE332-Parada 5 / (M) Los Quillayes,-33.5608363047282,-70.5858320477924,
PE333,PE333,PE333-San Jorge Esq. / Calle 6,-33.5593656980815,-70.5830108760662,
PE334,PE334,PE334-San Jorge Esq. / Calle 8,-33.5591193797502,-70.5809060113691,
PE1280,PE1280,PE1280-San Jorge Esq. / Calle 11,-33.5588243974573,-70.5784989891421,
PE335,PE335,PE335-San Jorge Esq. / Santa Cecilia,-33.558557437261,-70.5761680004103,
PE336,PE336,PE336-Santa Cecilia Esq. / Av. Diego Portales,-33.5618974648131,-70.5754929572176,
PE339,PE339,PE339-Diego Portales Esq. / La Alauda,-33.5606335681908,-70.5668350392935,
PE1271,PE1271,PE1271-San Jorge Esq. / Santa Lucía,-33.5585154266092,-70.5763720055977,
PE1281,PE1281,PE1281-San Jorge Esq. / San Pablo,-33.558690394609,-70.5781592910625,
PE345,PE345,PE345-San Jorge Esq. / Bacteriológico,-33.5589574298666,-70.580425013735,
PE346,PE346,PE346-San Jorge Esq. / Pasaje 4,-33.559372470833,-70.5835523857675,
PE1259,PE1259,PE1259-Parada 4 / (M) San José   De La Estrella,-33.553583330207,-70.5863160100591,
PE875,PE875,PE875-Parada 4 / Paradero 22   Av.Vicuña Mackenna,-33.5503923384036,-70.586855984053,
PE347,PE347,PE347-José Miguel Carrera Esq. / Tinguiririca,-33.5502693309239,-70.5866239984937,
PE348,PE348,PE348-José Miguel Carrera Esq. / Bacteriológico,-33.5500396225268,-70.58320585862,
PE349,PE349,PE349-Perú Esq. / Central Oriente,-33.5484383814902,-70.5828649537676,
PE350,PE350,PE350-Perú Esq. / Av. Trinidad -Oriente,-33.5475463310378,-70.5827919254433,
PE351,PE351,PE351-Parada 4 / (M) Trinidad,-33.54704728041,-70.5872930504847,
PE353,PE353,PE353-Avenida Trinidad Esq. / Metalita,-33.5470472750405,-70.5914889992918,
PE354,PE354,PE354-Avenida Trinidad Esq. / Monte Trinidad,-33.5469505427886,-70.5937059835791,
PE355,PE355,PE355-Avenida Trinidad Esq. / Marigen,-33.5469092137938,-70.5955820289282,
PE356,PE356,PE356-Avenida Trinidad Esq. / Valentina Leppe,-33.5468541739715,-70.5981540003263,
PE357,PE357,PE357-Avenida Trinidad Esq. / Italia,-33.546805730336,-70.6007904941311,
PE358,PE358,PE358-Avenida Trinidad Esq. / Av. Santa Raquel,-33.546737349799,-70.6032910198061,
PE359,PE359,PE359-Manuel Rodríguez Esq. / Robinson Crusoe,-33.5458448459731,-70.6172079714313,
PE360,PE360,PE360-Manuel Rodríguez Esq. / J. Edwards Bello,-33.5443867627509,-70.6241040444878,
PE361,PE361,PE361-Manuel Rodríguez Esq. / El Almendral,-33.5439356811813,-70.6262579459645,
PG436,PG436,PG436-Santa Ana Esq. / Pasaje Marcela,-33.5250775314327,-70.6385617088033,
PG437,PG437,PG437-Santa Ana Esq. / Rivadavia,-33.5248024873746,-70.6406969521884,
PG438,PG438,PG438-Santa Ana Esq. / Alvear,-33.5242874422915,-70.6434560177034,
PG439,PG439,PG439-Santa Ana Esq. / San Francisco,-33.523332403158,-70.6461019469954,
PG440,PG440,PG440-General Freire Esq. / San Rafael,-33.5230893705957,-70.6471107386797,
PG441,PG441,PG441-General Freire Esq. / Iquique,-33.5224223378223,-70.6504090473631,
PG442,PG442,PG442-General Freire Esq. / Angamos,-33.5215132772605,-70.6549129991952,
PG443,PG443,PG443-Parada 3 / Paradero 19   Gran Avenida,-33.5206582152039,-70.6592449705885,
PG454,PG454,PG454-Av. Fernández Albano Esq. / Gran Avenida,-33.523429125031,-70.6609180186206,
PG455,PG455,PG455-Av. Fernández Albano Esq. / Eulogio Altamirano,-33.5242131781535,-70.6574750205212,
PG456,PG456,PG456-Av. Fernández Albano Esq. / Alejandro Vial,-33.5250252598651,-70.6533720258056,
PG457,PG457,PG457-Av. Fernández Albano Esq. / Iquique,-33.5253362749365,-70.6517740428924,
PG458,PG458,PG458-Av. Fernández Albano Esq. / San Rafael,-33.5260303976972,-70.6482999947203,
PE362,PE362,PE362-Av. Fernández Albano Esq. / Alvear,-33.5270723971095,-70.6445099878813,
PE363,PE363,PE363-Av. Fernández Albano Esq. / Rivadavia,-33.5275074449642,-70.6417940149168,
PE364,PE364,PE364-Av. Fernández Albano Esq. / Industria,-33.5279364973843,-70.638967962106,
PE365,PE365,PE365-Av. Fernández Albano Esq. / Av. Santa Rosa,-33.5283126004664,-70.635763042283,
PE366,PE366,PE366-Parada 5 / Paradero 20   Santa Rosa,-33.5289295588648,-70.6350859522434,
PE367,PE367,PE367-Linares Esq. / Los Vilos,-33.5283343801413,-70.6306514620593,
PE368,PE368,PE368-Linares Esq. / El Tabo,-33.5278757829133,-70.6272297051163,
PE369,PE369,PE369-Linares Esq. / La Serena,-33.5275075706611,-70.6246298452711,
PE1262,PE1262,PE1262-Parada 5 / (M) Bellavista   De La Florida,-33.5226302507067,-70.5972521258894,
PE375,PE375,PE375-Walker Martínez Esq. / Concepción,-33.5227591319675,-70.5957840276752,
PE392,PE392,PE392-Jardín Alto Esq. / De La Foresta,-33.5325707005217,-70.5590939732655,
PE393,PE393,PE393-Jardín Alto Esq. / Lago Chungará,-33.5357514545728,-70.5573042296225,
PE1417,PE1417,PE1417-Rojas Magallanes Esq. / Lago Chungará,-33.5361243945652,-70.5570078822352,
PE408,PE408,PE408-Jardín Alto Esq. / Santa Julia,-33.53238345838,-70.5590027414376,
PE411,PE411,PE411-Jardín Alto Esq. / Carlos Luis González,-33.524935666883,-70.5608930245796,
PE430,PE430,PE430-Linares Esq. / El Tabo,-33.5277247460803,-70.6269610211768,
PE431,PE431,PE431-Linares Esq. / Los Vilos,-33.5281696118365,-70.6302620221382,
