stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PE155,PE155,PE155-Parada  / Paradero 11   Av.Vicuña Mackenna,-33.5152750773809,-70.6036149652205,
PE156,PE156,PE156-Parada 2 / (M) Mirador,-33.5131460446545,-70.6062430436776,
PE157,PE157,PE157-Parada  / Mall   Florida Center,-33.5109150213787,-70.608921965439,
PD193,PD193,PD193-Parada 1 / (M) Pedrero,-33.5076758838732,-70.6128879895913,
PD194,PD194,PD194-Av. Vicuña Mackenna Esq. / Estadio Colo Colo,-33.5040478908806,-70.6146270060563,
PD195,PD195,PD195-Parada  / Paradero 7   Av.Vicuña Mackenna,-33.5013319214515,-70.6152240465858,
PD196,PD196,PD196-Parada  / (M) San Joaquín,-33.4988048924538,-70.6157580421455,
PD197,PD197,PD197-Parada 2 / Paradero 6   Av.Vicuña Mackenna,-33.4968058944308,-70.6162425152978,
PD198,PD198,PD198-Parada 2 / (M) Camino   Agrícola,-33.4906448564215,-70.617633026228,
PD199,PD199,PD199-Parada 3 / (M) Carlos   Valdovinos,-33.4873268814841,-70.6184040329497,
PD200,PD200,PD200-Av. Vicuña Mackenna Esq. / Domingo Arteaga,-33.4830348181829,-70.6207199544301,
PD201,PD201,PD201-Parada  / (M) Rodrigo   De Araya,-33.4796479826384,-70.6216310215478,
PD202,PD202,PD202-Parada 2 / Paradero 2   Av.Vicuña Mackenna,-33.4751427856522,-70.6228309869222,
PD203,PD203,PD203-Parada 2 / Paradero 1   Av.Vicuña Mackenna,-33.4723647583412,-70.6235150145986,
PD204,PD204,PD204-Parada  / (M) Ñuble,-33.4676717121673,-70.6261899656792,
PD205,PD205,PD205-Av. Vicuña Mackenna Esq. / Maule,-33.4651191329049,-70.626934969999,
PD206,PD206,PD206-Av. Vicuña Mackenna Esq. / M. León Prado,-33.4619947438055,-70.6278412896829,
PD207,PD207,PD207-Av. Vicuña Mackenna Esq. / Santa Elvira,-33.4597034941527,-70.628491030191,
PD208,PD208,PD208-Parada 1 / (M) Irarrázaval,-33.4549136425815,-70.6298530245592,
PD209,PD209,PD209-Parada 7 / (M) Irarrázaval,-33.450726643659,-70.6312289661019,
PC82,PC82,PC82-Parada 2 / (M) Santa Isabel,-33.4486106687485,-70.631852997832,
PC84,PC84,PC84-Parada 2 / (M) Parque   Bustamante,-33.44365021515,-70.6333127948192,
PC86,PC86,PC86-Parada 4 / Plaza Italia,-33.4375656106115,-70.6351280437468,
PA42,PA42,PA42-Parada 4 / (M) Universidad   Católica,-33.4398496196276,-70.6403009171457,
PA182,PA182,PA182-Parada 2 / (M) Santa Lucía,-33.4425847049365,-70.645974069613,
PA183,PA183,PA183-Parada 3 / (M) Universidad   De Chile,-33.4437933688347,-70.6512749469635,
PA185,PA185,PA185-Parada 3 / (M) Los Héroes,-33.4459511432321,-70.6611000051571,
PA187,PA187,PA187-Parada 1 / (M) República,-33.4474110077849,-70.6670388541031,
PA186,PA186,PA186-Parada 6 / (M) Unión   Latinoamericana,-33.4485679548272,-70.6713200050317,
PI344,PI344,PI344-Parada 4 / San Borja,-33.4515569081008,-70.6818249157634,
PI345,PI345,PI345-Parada 2 / (M) Universidad   De Santiago,-33.4527246986523,-70.6869069748352,
PI449,PI449,PI449-Parada 6 / (M) San   Alberto Hurtado,-33.4539416236085,-70.6920009862942,
PD210,PD210,PD210-Parada 7 / (M) Macul,-33.5091722364981,-70.5895770315904,
PE158,PE158,PE158-Parada  / Colegio   José A. Lecaros,-33.5146762237028,-70.5925253498282,
PE159,PE159,PE159-Parada  / Fiscalía   La Florida,-33.5165503573318,-70.5941878957035,
PG204,PG204,PG204-Parada 6 / (M) La Cisterna,-33.5397370835791,-70.6649980624658,
PG33,PG33,PG33-José Joaquín Pérez Esq. / San Alfonso,-33.5996138910596,-70.7020966176722,
PG205,PG205,PG205-José Joaquín Pérez Esq. / Nogales,-33.6025324805272,-70.7030700057847,
PG206,PG206,PG206-José Joaquín Pérez Esq. / Alfonso Donoso,-33.6058033203847,-70.7042053720381,
PG903,PG903,PG903-Barros Arana Esq. / Eucaliptus,-33.6081364094232,-70.7038220213671,
PG904,PG904,PG904-Barros Arana Esq. / E. Madrid Osorio,-33.609976381809,-70.7047600034398,
PG905,PG905,PG905-Barros Arana Esq. / M.Toro Y Zambrano,-33.6124960198219,-70.7060119102833,
PG748,PG748,PG748-Mateo De Toro Y Z. Esq. / Reina Del Mar,-33.6134994807332,-70.7041672737595,
PG749,PG749,PG749-Mateo De Toro Y Z. Esq. / El Topacio,-33.6142658998354,-70.7021804019123,
PG1895,PG1895,PG1895-Mateo De Toro Y Z. Esq. / Las Carabelas,-33.6149790049736,-70.7002187465007,
PG1636,PG1636,PG1636-Mateo De Toro Y Z. Esq. / Avenida Portales,-33.615803195274,-70.698039571928,
PG697,PG697,PG697-Avenida Portales Esq. / General Urrutia,-33.6183512598199,-70.6990983473533,
PG698,PG698,PG698-Parada 4 / Est. 5 Pinos,-33.6222554693731,-70.7006650176627,
PG699,PG699,PG699-Parada 2 / Est. 5 Pinos,-33.6246057787081,-70.7016688654688,
PG700,PG700,PG700-Avenida Portales Esq. / El Salitre,-33.6264714023775,-70.7024280174016,
PG1763,PG1763,PG1763-Avenida Portales Esq. / Frida Khalo,-33.6290014712215,-70.7034739911205,
PG1745,PG1745,PG1745-Parada 2 / Est. Nos,-33.6332523417329,-70.7057790488346,
PG702,PG702,PG702-Avenida Portales Esq. / García De La Huerta,-33.6347673913752,-70.706546010906,
PG703,PG703,PG703-Parada 1 / Estación Nos,-33.6374293898257,-70.7077129819069,
PG1605,PG1605,PG1605-Avenida Portales Esq. / Robert Kennedy,-33.6400512991849,-70.7084329900908,
PG1702,PG1702,PG1702-Avenida Portales Esq. / Enrique Lynch,-33.6418206456882,-70.7091208849421,
PG1607,PG1607,PG1607-Av. Pdte. J. Alessandri R. Esq. / Carlos Alegría,-33.6444922941308,-70.7110209782116,
PG1615,PG1615,PG1615-Av. Pdte. J. Alessandri R. Esq. / Julio Zúñiga,-33.6412002391663,-70.7114690462907,
PG1574,PG1574,PG1574-Av. Pdte. J. Alessandri R. Esq. / Regina Gálvez,-33.6385722455825,-70.7118790188569,
PG728,PG728,PG728-Parada 1 / Est. Nos,-33.6332583834387,-70.7055179527779,
PG729,PG729,PG729-Avenida Portales Esq. / Leonardo Da Vinci,-33.6290404562325,-70.7033870084345,
PG1764,PG1764,PG1764-Avenida Portales Esq. / Paulo Freire,-33.6265764418276,-70.7023640037281,
PG730,PG730,PG730-Parada 1 / Est. 5 Pinos,-33.6245145706215,-70.7015472030627,
PG731,PG731,PG731-Parada 3 / Est. 5 Pinos,-33.6224105546389,-70.7006208519504,
PG732,PG732,PG732-Avenida Portales Esq. / Avenida Central,-33.6187544599826,-70.699196050311,
PG1637,PG1637,PG1637-Mateo De Toro Y Z. Esq. / Agustín Venegas Y.,-33.6155445447131,-70.6984211215221,
PG1894,PG1894,PG1894-Mateo De Toro Y Z. Esq. / Augusto Carozzi P.,-33.614919306902,-70.7001138859927,
PG808,PG808,PG808-Mateo De Toro Y Z. Esq. / El Topacio,-33.6142816174442,-70.7017989438084,
PG809,PG809,PG809-Mateo De Toro Y Z. Esq. / Reina Del Mar,-33.6134982016852,-70.7038089814906,
PG810,PG810,PG810-Mateo De Toro Y Z. Esq. / Barros Aranas,-33.6126848333287,-70.7059090357863,
PG916,PG916,PG916-Barros Arana Esq. / Eucaliptus,-33.609886771654,-70.7045750174701,
PG917,PG917,PG917-Barros Arana Esq. / Eucaliptus,-33.6086863812143,-70.703942020549,
PG207,PG207,PG207-Eucaliptus Esq. / Bulnes,-33.6075323415587,-70.7059030073667,
PG208,PG208,PG208-Eucaliptus Esq. / Freire,-33.6066124330429,-70.7082968504195,
PG209,PG209,PG209-Freire Esq. / Maestranza,-33.6042543796935,-70.707687018065,
PG210,PG210,PG210-Freire Esq. / Nogales,-33.6020713699281,-70.7069459624417,
PG211,PG211,PG211-Freire Esq. / San Alfonso,-33.5992944797599,-70.7061296671675,
PG1573,PG1573,PG1573-Parada 5 / (M) La Cisterna,-33.5392161851264,-70.6645971563294,
PE186,PE186,PE186-Av. Américo Vespucio Esq. / Av. Departamental,-33.5143698613115,-70.5913419234688,
PC87,PC87,PC87-Parada 6 / Avenida Suecia,-33.4201388901857,-70.6068672449935,
PD1320,PD1320,PD1320-Parada 6 / (M) Pedrero,-33.508253979379,-70.6109340483047,
PH218,PH218,PH218-Juan Griego Esq. / Pirámide,-33.5037958286465,-70.6332465969244,
PH219,PH219,PH219-Pirámide Esq. / Cristóbal De Erazo,-33.5038106823092,-70.6365788759207,
PG222,PG222,PG222-Patagonia Esq. / Baldomero Lillo,-33.5821615569359,-70.634202945571,
PG223,PG223,PG223-Baldomero Lillo Esq. / Porto Alegre,-33.5820850980769,-70.6385944522226,
PG224,PG224,PG224-Porto Alegre Esq. / Pasaje 33,-33.5836695340172,-70.6391280126668,
PG257,PG257,PG257-Porto Alegre Esq. / Avenida Gabriela,-33.5855285165432,-70.6393119724889,
PG225,PG225,PG225-Avenida Gabriela Esq. / El Raulí,-33.5854614993061,-70.6422130144119,
PG1684,PG1684,PG1684-Avenida Gabriela Esq. / Pasaje 10,-33.5847704548975,-70.6437789587256,
PG226,PG226,PG226-Avenida Gabriela Esq. / Los Limoneros,-33.5843844055564,-70.6456749861819,
PG227,PG227,PG227-Avenida Gabriela Esq. / John Kennedy,-33.5841243843623,-70.6484309465831,
PG228,PG228,PG228-Julio Barrenechea Esq. / Pedro Prado,-33.5840043784275,-70.6500439975141,
PG229,PG229,PG229-Julio Barrenechea Esq. / Jose Toribio M.,-33.5837386626327,-70.6520855738159,
PG230,PG230,PG230-Julio Barrenechea Esq. / Padre Hurtado,-33.5835372597328,-70.6536249764159,
PG231,PG231,PG231-Julio Barrenechea Esq. / J. Edwards Bello,-33.5832753202789,-70.6555418324061,
PG232,PG232,PG232-Julio Barrenechea Esq. / Julio Chávez,-33.5829912043216,-70.6576239637168,
PG236,PG236,PG236-Julio Barrenechea Esq. / Pasaje Bello,-33.5834181013374,-70.6550889040129,
PG237,PG237,PG237-Julio Barrenechea Esq. / Padre Hurtado,-33.5835552726978,-70.6541320481395,
PG238,PG238,PG238-Julio Barrenechea Esq. / Jose Toribio M.,-33.5837592976618,-70.6526600377905,
PG239,PG239,PG239-Julio Barrenechea Esq. / Pedro Prado,-33.5839773958036,-70.6509028683005,
PG240,PG240,PG240-Julio Barrenechea Esq. / John Kennedy,-33.584203311231,-70.6491729902739,
PG241,PG241,PG241-Avenida Gabriela Esq. / Los Limoneros,-33.5845164330718,-70.6460810059471,
PG242,PG242,PG242-Avenida Gabriela Esq. / Las Pataguas,-33.5850734381407,-70.6436519600785,
PG243,PG243,PG243-Avenida Gabriela Esq. / El Raulí,-33.5855834748221,-70.6426230459592,
PG244,PG244,PG244-Avenida Gabriela Esq. / Porto Alegre,-33.5858364980752,-70.6395420235761,
PG245,PG245,PG245-Porto Alegre Esq. / Avenida Lo Blanco,-33.5873025305445,-70.6395040319598,
PG246,PG246,PG246-Parada  / Estadio   La Pintana,-33.5881984221586,-70.6347844268203,
PG247,PG247,PG247-Avenida Lo Blanco Esq. / Av. Santa Rosa,-33.588589088124,-70.6310787567399,
PG196,PG196,PG196-Parada 2 / Paradero 38   Santa Rosa,-33.5873388688844,-70.6282988484989,
PG1659,PG1659,PG1659-Parada 4 / Plaza   De La Pintana,-33.5842416765948,-70.6286490186016,
PG1665,PG1665,PG1665-Parada 2 / Paradero 35   Santa Rosa,-33.5757180718941,-70.6295010635694,
PH1430,PH1430,PH1430-Parada 3 / Departamental   Santa Rosa,-33.5073025398797,-70.6378590329035,
PD216,PD216,PD216-Parada 6 / (M) Macul,-33.509602231179,-70.5896680053947,
PH731,PH731,PH731-Pdte. López Mateos Esq. / Acapulco,-33.5222270184362,-70.6800063103319,
PH732,PH732,PH732-Guanajuato Esq. / Guadalajara,-33.5184158518143,-70.6814750106513,
PH1440,PH1440,PH1440-Av.Pdte.Salvador Allende Esq. / Avenida El Parrón,-33.5180817734272,-70.6803770497508,
PH1475,PH1475,PH1475-El Parrón Esq. / Janequeo,-33.5193409621474,-70.6783985043322,
PG271,PG271,PG271-Parada 2 / Estadio   La Cisterna,-33.5207974002247,-70.6754975539605,
PG272,PG272,PG272-Av. J. J. Prieto Vial Esq. / Zurich Sur,-33.516996821798,-70.6736848662172,
PG273,PG273,PG273-Av. J. J. Prieto Vial Esq. / Pargua,-33.5151559854147,-70.6728359275799,
PG410,PG410,PG410-Av. J. J. Prieto Vial Esq. / Avenida Lo Ovalle,-33.5110950261545,-70.6708749730927,
PG274,PG274,PG274-Avenida Lo Ovalle Esq. / Nueva 2,-33.5111972979515,-70.6697057553603,
PH1444,PH1444,PH1444-Cuarta Transversal Esq. / 10ª Avenida,-33.5112200969066,-70.6667380221028,
PH537,PH537,PH537-Cuarta Transversal Esq. / 5ª Avenida,-33.509336102848,-70.665909026041,
PH238,PH238,PH238-Cuarta Transversal Esq. / 6ª Avenida,-33.5074460945505,-70.6651109558777,
PH1448,PH1448,PH1448-Sexta Avenida Esq. / 3ª Transversal,-33.507649658529,-70.6631918818558,
PH239,PH239,PH239-Sexta Avenida Esq. / 1ª Transversal,-33.5087620544539,-70.6595720321507,
PH1445,PH1445,PH1445-Primera Transversal Esq. / 4ª Avenida,-33.5070247989516,-70.6584018575674,
PH541,PH541,PH541-Cuarta Avenida Esq. / Gran Avenida,-33.507544836922,-70.6564123732955,
PA722,PA722,PA722-San Diego Esq. / Santa Isabel,-33.452228364528,-70.6502160290842,
PA261,PA261,PA261-Parada 4 / San Antonio   Santo Domingo,-33.4358595818673,-70.6483555259931,
PA262,PA262,PA262-Parada 2 / (M) Plaza   De Armas,-33.436138283665,-70.651060629024,
PB386,PB386,PB386-Avenida La Paz Esq. / Olivos,-33.423578334638,-70.6509879671462,
PB387,PB387,PB387-Parada 4 / Hospital   José J. Aguirre,-33.4207127915415,-70.6550346882159,
PB388,PB388,PB388-Gamero Esq. / Amalia Errázuriz,-33.4206401641707,-70.6570470668377,
PB389,PB389,PB389-Gamero Esq. / Escanilla,-33.4211321402336,-70.6602640316452,
PB390,PB390,PB390-Gamero Esq. / Av. Fermín Vivaceta,-33.4215251524659,-70.6626510488449,
PB902,PB902,PB902-Av. Fermín Vivaceta Esq. / Bezanilla,-33.4179348155756,-70.6635903617942,
PB872,PB872,PB872-Av. Fermín Vivaceta Esq. / Dgo. Santa María,-33.415773842362,-70.6641689920933,
PB873,PB873,PB873-Av. Fermín Vivaceta Esq. / Central,-33.4138002655677,-70.6649288203663,
PB874,PB874,PB874-Av. Fermín Vivaceta Esq. / Francia,-33.4117311066136,-70.6656673276825,
PB875,PB875,PB875-Av. Fermín Vivaceta Esq. / Nueva De Matte,-33.4091193923073,-70.6667418986071,
PB876,PB876,PB876-Av. Fermín Vivaceta Esq. / Altamirano,-33.4070780855905,-70.6676950535031,
PB877,PB877,PB877-Las Enredaderas Esq. / Los Marroquíes,-33.4061335992436,-70.6697507402464,
PB878,PB878,PB878-Las Enredaderas Esq. / Luis Galdames,-33.4062528676284,-70.6722145006505,
PB879,PB879,PB879-Luis Galdames Esq. / Cnel. Alvarado ,-33.4052979520244,-70.6739219682921,
PB880,PB880,PB880-Las Araucarias Esq. / Reina María,-33.4030278902728,-70.6754820009149,
PB882,PB882,PB882-Barón De Juras R. Esq. / Roma ,-33.4006195970744,-70.6766994318859,
PB883,PB883,PB883-Barón De Juras R. Esq. / El Lucero,-33.3984079983668,-70.677935524251,
PB884,PB884,PB884-Barón De Juras R. Esq. / Santa Inéz,-33.3972515326426,-70.679363984694,
PB885,PB885,PB885-Barón De Juras R. Esq. / Aviador Zañartu,-33.3955758999272,-70.6813086836138,
PB886,PB886,PB886-Barón De Juras R. Esq. / El Olivo,-33.3939258073481,-70.6821939650605,
PB887,PB887,PB887-Barón De Juras R. Esq. / 6 Norte,-33.3922187639486,-70.6830688706067,
PB888,PB888,PB888-Barón De Juras R. Esq. / Parral,-33.3906987684912,-70.6834979748775,
PB889,PB889,PB889-Barón De Juras R. Esq. / Av. Zapadores,-33.3882387451596,-70.6847470310154,
PB890,PB890,PB890-Barón De Juras R. Esq. / Campanario,-33.3863001281622,-70.6857189521146,
PB891,PB891,PB891-Barón De Juras R. Esq. / Quilicura,-33.3832527336653,-70.6875170307284,
PB892,PB892,PB892-Barón De Juras R. Esq. / Alberto Cobo,-33.3811337149642,-70.6884569730128,
PB893,PB893,PB893-Barón De Juras R. Esq. / El Cortijo,-33.3788426741253,-70.6894790003794,
PB894,PB894,PB894-Los Acacios Esq. / Catalina De Los Rios,-33.3778447202209,-70.6887770274131,
PB895,PB895,PB895-Los Acacios Esq. / Las Araucarias,-33.3764306829007,-70.6897079503949,
PB896,PB896,PB896-Los Acacios Esq. / Av. J. M. Caro,-33.3742986716861,-70.6910900409361,
PB897,PB897,PB897-J. Montt Salamanca Esq. / H. La Concepción,-33.3720096596568,-70.6912350118634,
PB898,PB898,PB898-J. Montt Salamanca Esq. / Heroes De Iquique,-33.3696453108165,-70.6912832921727,
PB833,PB833,PB833-Julio Parra Santos Esq. / Julio Montt Salamanca,-33.3675884312479,-70.691163625087,
PB834,PB834,PB834-J. Montt Salamanca Esq. / Heroes De Iquique,-33.3697766098636,-70.6914159922606,
PB835,PB835,PB835-J. Montt Salamanca Esq. / Arturo Pérez Canto,-33.3714056503172,-70.6913249982855,
PB836,PB836,PB836-J. Montt Salamanca Esq. / Av. J. M. Caro,-33.3738516261935,-70.6912229455725,
PB837,PB837,PB837-Los Acacios Esq. / La Conquista,-33.3752106904517,-70.6906140078368,
PB838,PB838,PB838-Los Acacios Esq. / Emperador,-33.3768557030065,-70.6895499936187,
PB839,PB839,PB839-Los Acacios Esq. / El Cortijo,-33.3782347205923,-70.6886409598847,
PB840,PB840,PB840-Barón De Juras R. Esq. / Jorge Moya,-33.3788778576314,-70.689669940937,
PB841,PB841,PB841-Barón De Juras R. Esq. / El Trabajo,-33.3818486833684,-70.6883510455142,
PB842,PB842,PB842-Barón De Juras R. Esq. / Av. Las Industrias,-33.3837507148032,-70.6875109587031,
PB843,PB843,PB843-Barón De Juras R. Esq. / Nueva 1,-33.3859697631381,-70.6863638117363,
PB844,PB844,PB844-Barón De Juras R. Esq. / Av. Zapadores,-33.3878687800942,-70.6851409852696,
PB845,PB845,PB845-Barón De Juras R. Esq. / Parral,-33.3903448116307,-70.6838689251597,
PB846,PB846,PB846-Barón De Juras R. Esq. / 6 Norte,-33.3920647791185,-70.6832380221953,
PB847,PB847,PB847-Barón De Juras R. Esq. / El Olivo,-33.3936588374716,-70.6825880049218,
PB848,PB848,PB848-Barón De Juras R. Esq. / Mar Mediterráneo,-33.3955742179894,-70.6815788296121,
PB849,PB849,PB849-Barón De Juras R. Esq. / Santa Inéz,-33.397067825769,-70.6801559475695,
PB850,PB850,PB850-Barón De Juras R. Esq. / Delfos,-33.3979328696591,-70.6784050483145,
PB851,PB851,PB851-Barón De Juras R. Esq. / Roma ,-33.4003128614549,-70.6771010330995,
PB852,PB852,PB852-Barón De Juras R. Esq. / Reina María,-33.4028269552955,-70.675695981346,
PB853,PB853,PB853-Las Araucarias Esq. / Cnel. Alvarado ,-33.4050583148733,-70.6745709030223,
PB854,PB854,PB854-Parada  / Escuela   Luis Galdames,-33.4066779537995,-70.6726780206712,
PB855,PB855,PB855-Altamirano Esq. / Av. Fermín Vivaceta,-33.4070201683974,-70.668078354477,
PB856,PB856,PB856-Av. Fermín Vivaceta Esq. / Nueva De Matte,-33.4086820692897,-70.6670790341062,
PB857,PB857,PB857-Av. Fermín Vivaceta Esq. / Juliet,-33.4114622674441,-70.6658688716059,
PB858,PB858,PB858-Av. Fermín Vivaceta Esq. / Padre Las Casas,-33.4135511773072,-70.6651370926703,
PB859,PB859,PB859-Av. Fermín Vivaceta Esq. / Dgo. Santa María,-33.4154491636004,-70.6644390605608,
PB899,PB899,PB899-Bezanilla Esq. / Emilio Oelckers,-33.4178320991585,-70.6632880429752,
PB900,PB900,PB900-Bezanilla Esq. / Escanilla,-33.4177681347621,-70.6608299622927,
PB901,PB901,PB901-Parada 3 / Hospitales,-33.4176852124268,-70.6565768946271,
PB1276,PB1276,PB1276-Parada 3 / B. Mathieu   Independencia,-33.4287728741123,-70.6537989473386,
PA329,PA329,PA329-Parada 13 / Estación Mapocho,-33.4318431374773,-70.6522317820397,
PA654,PA654,PA654-Parada 3 / Tarapacá   San Francisco,-33.4465956384505,-70.6471154905175,
PA196,PA196,PA196-Nataniel Cox Esq. / Eleuterio Ramírez,-33.44953885828,-70.6533320055462,
PA197,PA197,PA197-Nataniel Cox Esq. / Santa Isabel,-33.4519929943297,-70.6529333017598,
PH221,PH221,PH221-Octava Avenida Esq. / 1ª Transversal,-33.511367264413,-70.6577997020705,
PH222,PH222,PH222-Octava Avenida Esq. / 2ª Transversal,-33.5103381215086,-70.6612609766589,
PH223,PH223,PH223-Octava Avenida Esq. / 4ª Transversal,-33.5093152622103,-70.6645430450257,
PH224,PH224,PH224-Octava Avenida Esq. / 5ª Transversal,-33.5084105390896,-70.6675646302503,
PH1447,PH1447,PH1447-Quinta Transversal Esq. / 9ª Avenida,-33.5091335206394,-70.6684275603235,
PH225,PH225,PH225-Quinta Transversal Esq. / Avenida Lo Ovalle,-33.5109739795214,-70.6692869923235,
PH252,PH252,PH252-Avenida Lo Ovalle Esq. / Pasaje 4,-33.5109650899243,-70.6701860655085,
PH1499,PH1499,PH1499-Av. J. J. Prieto Vial Esq. / Carlos Dittborn,-33.512756842276,-70.6723730022247,
PH1492,PH1492,PH1492-Av. J. J. Prieto Vial Esq. / Lincoln,-33.5147634850678,-70.6733049816704,
PH1500,PH1500,PH1500-Av. J. J. Prieto Vial Esq. / Concón,-33.5163678261709,-70.6740833726409,
PH1493,PH1493,PH1493-Av. J. J. Prieto Vial Esq. / Caldera,-33.5181525153158,-70.6749156568461,
PH1494,PH1494,PH1494-Parada 1 / Estadio   La Cisterna,-33.5208627710415,-70.6762304143364,
PG1429,PG1429,PG1429-El Parrón Esq. / Av.Pdte.S.Allende,-33.5189052624406,-70.6785738713476,
PH676,PH676,PH676-Av.Pdte.Salvador Allende Esq. / Huasco,-33.517778856915,-70.6809410538085,
PH692,PH692,PH692-Guanajuato Esq. / México,-33.5198037801893,-70.6822079452975,
PH693,PH693,PH693-Guanajuato Esq. / Pdte. A. López Mateo,-33.521044766214,-70.6827709578625,
PH695,PH695,PH695-Pdte. López Mateos Esq. / Hermosilla,-33.5227528745745,-70.6784579622326,
PG888,PG888,PG888-Avenida Lo Blanco Esq. / Julio Chávez,-33.5857831770682,-70.6586869670896,
PG889,PG889,PG889-Avenida Lo Blanco Esq. / J. Edwards Bello,-33.5860812174664,-70.6565429758391,
PG1746,PG1746,PG1746-José Toribio Medina Esq. / Julio Barrenechea,-33.5839912637132,-70.6523819503396,
PE1295,PE1295,PE1295-Parada 4 / Paradero 26   Santa Rosa,-33.5455976429772,-70.6334819793823,
PE187,PE187,PE187-Parada 2 / (M) Santa Rosa,-33.5439466316279,-70.6337389980715,
PD224,PD224,PD224-Av. Francisco Bilbao Esq. / Av. S. Elcano,-33.4312105298489,-70.5704320170813,
PC89,PC89,PC89-Av. Manquehue Sur Esq. / Paqueta,-33.4295028703406,-70.5645971818267,
PC90,PC90,PC90-Av. Manquehue Sur Esq. / Latadia,-33.4274666669421,-70.5640920280108,
PC91,PC91,PC91-Av. Manquehue Sur Esq. / Av.Isabel La Católica,-33.4258676791926,-70.5636864819443,
PC92,PC92,PC92-Av. Manquehue Sur Esq. / A. De Camargo,-33.421214617176,-70.5642010040864,
PC93,PC93,PC93-Av. Manquehue Sur Esq. / Av. Cristóbal Colón,-33.4168706000588,-70.5645379907218,
PC94,PC94,PC94-Av. Manquehue Sur Esq. / Martín De Zamora,-33.4149985870382,-70.5651350207959,
PC95,PC95,PC95-Av. Manquehue Sur Esq. / El Director,-33.4128616435131,-70.5657650169873,
PC96,PC96,PC96-Av. Manquehue Norte Esq. / Los Militares,-33.4054215557014,-70.5683860190407,
PC97,PC97,PC97-Av. Manquehue Norte Esq. / Av. Pdte. Riesco,-33.4025965746961,-70.5694008042831,
PC98,PC98,PC98-Av. Manquehue Norte Esq. / Av. Pdte. Kennedy,-33.4000275380561,-70.5703010002822,
PC99,PC99,PC99-Av. Manquehue Norte Esq. / Las Hualtatas,-33.3949334899076,-70.571863999472,
PC100,PC100,PC100-Parada 2 / Clínica Alemana,-33.3938915189898,-70.5720400508758,
PC101,PC101,PC101-Parada 3 / Clínica Alemana,-33.3917955449853,-70.5724590121094,
PC102,PC102,PC102-Av. Manquehue Norte Esq. / Las Hualtatas,-33.3945091639815,-70.572276951089,
PC103,PC103,PC103-Av. Manquehue Norte Esq. / Av. Pdte. Riesco,-33.4013975166887,-70.5701099604999,
PC104,PC104,PC104-Av. Manquehue Norte Esq. / Los Militares,-33.404914597833,-70.5688800224279,
PC105,PC105,PC105-Parada 1 / (M) Manquehue,-33.4077709163496,-70.5677901660749,
PC752,PC752,PC752-Av. Manquehue Sur Esq. / María Teresa,-33.4110815474322,-70.5666239863818,
PC106,PC106,PC106-Av. Manquehue Sur Esq. / Martín De Zamora,-33.414432570555,-70.5656790083694,
PC107,PC107,PC107-Av. Manquehue Sur Esq. / Av. Cristóbal Colón,-33.4163566528314,-70.5651009944695,
PC108,PC108,PC108-Av. Manquehue Sur Esq. / A. De Camargo,-33.420655643213,-70.5645589997235,
PC109,PC109,PC109-Av. Manquehue Sur Esq. / Av.Isabel La Católica,-33.4246676353439,-70.5644120084696,
PC110,PC110,PC110-Av. Manquehue Sur Esq. / Latadia,-33.4270336313854,-70.5642539793166,
PC111,PC111,PC111-Av. Manquehue Sur Esq. / Av. Francisco Bilbao,-33.430626279646,-70.5651409357859,
PC112,PC112,PC112-Av. Francisco Bilbao Esq. / Sebastian Elcano,-33.430950595049,-70.5695729990703,
PD1375,PD1375,PD1375-Av. Américo Vespucio Esq. / Las Luciérnagas,-33.4324480119515,-70.5746462494138,
PE1404,PE1404,PE1404-Tacora Esq. / Sur,-33.5397956989728,-70.6287530408163,
PE120,PE120,PE120-Av. San Gregorio Esq. / Av. Santa Rosa,-33.5372485314522,-70.6342749114972,
PG1721,PG1721,PG1721-Lo Martínez Esq. / César Vallejos,-33.5765269884599,-70.636184027883,
PG143,PG143,PG143-Lo Martínez Esq. / Porto Alegre,-33.5763125014069,-70.6380929588352,
PG1700,PG1700,PG1700-Porto Alegre Esq. / José M. Balmaceda,-33.5788771535616,-70.6385830482261,
PG255,PG255,PG255-Porto Alegre Esq. / Gob. Muñoz Gamero,-33.5804874723464,-70.6387630347261,
PG256,PG256,PG256-Porto Alegre Esq. / Baldomero Lillo,-33.5819924881011,-70.6389340346745,
PB677,PB677,PB677-Av. Los Zapadores Esq. / San José,-33.3951726732623,-70.6295410270359,
PB678,PB678,PB678-Av. Los Zapadores Esq. / María Del Pilar,-33.3928476090738,-70.6341737742254,
PB680,PB680,PB680-Av. Los Zapadores Esq. / Oro,-33.3918643698765,-70.6371845349307,
PB681,PB681,PB681-Av. Los Zapadores Esq. / Orompello,-33.3911905318959,-70.6397959496924,
PB683,PB683,PB683-Parada 1 / (M) Zapadores,-33.390618823103,-70.6428763621924,
PB344,PB344,PB344-Av. Los Zapadores Esq. / Freirina,-33.3891885746856,-70.6458419657133,
PB345,PB345,PB345-Av. Los Zapadores Esq. / José Miguel Carrera,-33.3881013386705,-70.6482429957132,
PB346,PB346,PB346-Av. Los Zapadores Esq. / Juan Cristóbal,-33.3873309170572,-70.6500987873199,
PB347,PB347,PB347-Av. Los Zapadores Esq. / Lavalleja,-33.3870202790965,-70.6537489658718,
